2,-1.1982,16.026,3.2046,1.3959,-1.041,0.13843,0.69722,-0.90432,-0.49976
8,-0.78405,0.27052,2.165,0.26046,0.041086,-0.18467,-0.3917,-0.57663,0.40845
7,2.5792,3.4417,7.7384,0.053095,-0.032812,0.56499,0.33359,-0.3135,-0.83614
3,-4.5358,5.5021,8.7622,-2.6909,0.79086,-1.4433,0.34604,-0.32639,-0.7771
5,6.2826,5.4028,5.3113,-0.060213,-0.083459,0.24077,-0.89042,0.03036,-0.23381
0,12.611,4.7356,-1.2663,0.40622,0.4033,2.1322,0.14491,-0.066951,-1.0117
7,-5.7057,5.8093,6.4913,-0.6578,-0.23269,-0.37823,0.86227,-0.17927,-0.35712
9,9.4998,4.4626,1.1119,-0.083561,0.81199,-1.6623,-1.0419,-0.067073,0.10778
0,3.3171,7.4549,5.2315,-0.030096,0.23366,-0.23314,-0.37339,-0.62021,-0.80322
5,4.6996,7.0582,-4.035,-0.018555,-0.04407,0.090414,-0.75244,-0.32,-0.14056
2,-3.1091,14.589,2.9946,-1.1594,-1.4662,-2.621,0.48233,-1.0217,-0.35247
4,1.7191,10.209,-0.54571,0.40059,0.11284,-3.5762,-0.19575,-1.588,-0.15457
1,0.30426,8.2779,4.5658,-0.059281,-0.26476,0.22478,0.067763,-0.21756,-0.60721
0,8.8032,3.9004,0.61578,-0.70036,0.19096,-2.5648,0.0087,0.070034,-0.91786
5,-0.33923,7.6209,4.7713,-0.39543,-0.039113,0.098936,-0.145,-0.50091,-0.082969
4,1.2341,7.1066,5.969,-0.081623,-0.21048,1.2587,-0.26257,-0.74117,-0.79681
5,-1.8767,7.2398,6.0817,-0.030191,0.096077,0.021676,0.34619,-0.66376,0.009597
7,-4.2791,9.0471,-0.89197,0.83036,-0.47555,-1.327,0.67433,-0.67974,-0.076243
6,-1.7825,5.8454,7.3732,-0.10107,0.022219,0.12142,-0.44284,-0.31496,-0.86886
5,-0.081192,5.1832,8.3265,-0.062823,-0.035376,-0.017385,-0.19788,-0.40016,-0.30053
6,-0.38186,4.3537,8.9519,-0.023147,-0.1641,-0.14349,-0.35368,-0.16514,-0.69578
7,-6.6487,2.5838,6.8432,0.000624,0.11951,0.054047,0.91516,-0.016472,-0.29663
8,2.6311,1.4549,3.1775,-1.2519,0.89309,-1.2182,-0.64157,0.14952,-0.28766
0,7.1071,3.6225,-1.4833,-0.006011,-0.1009,-1.4734,0.21632,-0.004274,-0.49689
9,4.5547,3.6792,3.3953,1.1013,-0.31193,0.093755,-0.35823,-0.75195,-0.58515
8,-0.74221,0.42393,-0.5498,0.29952,-0.080328,0.21433,-0.50442,-0.41878,-0.38818
6,-0.18095,4.3476,9.1435,1.1032,0.74041,-0.037194,-0.54855,-0.089804,-0.87373
4,-7.6334,10.267,5.4808,0.38444,-0.61176,1.9366,-0.22153,-0.54593,-0.65051
3,-0.16679,11.314,3.2441,-0.22276,0.14924,0.46775,0.7011,-0.30445,0.5483
3,5.3462,4.6547,5.9454,-0.14109,0.10417,-0.62386,0.42948,-0.56693,-0.062865
6,3.2706,0.6827,9.2024,-0.021213,-0.23226,0.11601,-0.91459,0.035242,-0.65724
4,0.22928,10.233,4.3755,0.014646,-0.55476,1.1088,-0.45505,-0.5294,-0.30102
5,-0.26104,5.7797,7.8178,0.13922,0.06356,-0.003369,-0.18242,-0.4153,-0.29368
4,4.7879,4.6149,6.9272,0.68816,0.73195,-2.6704,-0.24798,-0.71173,-1.0519
5,-0.31108,5.2437,7.8396,0.047406,0.062423,0.16018,-0.18069,-0.42648,-0.278
2,2.8973,1.7164,-0.21072,0.49037,-1.2401,1.1307,0.45474,-0.91978,-0.6962
7,-5.4663,2.0764,8.4132,0.07628,-0.20355,0.11412,0.84235,-0.021044,-0.46098
9,9.2677,5.0081,-0.54724,2.1019,-0.28239,-0.42491,-0.6142,-0.54966,0.36864
7,4.7599,8.6048,1.4076,0.40745,-0.11609,-0.035771,0.37245,-0.83842,-0.20632
5,4.7148,7.364,-3.962,0.053616,-0.00196,0.081172,-0.78456,-0.30404,-0.087439
6,-1.453,6.0295,7.5564,0.031223,-0.29097,-0.18998,-0.49107,-0.33872,-0.85482
5,6.4114,4.1963,5.3435,-0.12848,-0.019086,0.089384,-0.88972,0.054146,-0.23277
7,3.2779,1.1506,8.9817,-0.027907,-0.096913,0.14172,0.29544,-0.23404,-0.85843
4,-2.6626,9.6441,3.7632,-0.013363,0.36614,-0.95964,-0.19903,-0.81769,-0.55087
3,-1.2645,7.8563,8.0668,0.39941,-0.30906,0.28532,0.78648,-0.10601,0.000612
