8,23.314,7.6214,3.9459,0.064199,-0.45637,1.309,-0.66347,0.13874,0.37304
6,-2.6763,6.5962,6.3626,0.1662,0.21097,-0.11323,-0.36177,-0.40348,-0.79916
5,4.9034,7.4083,-4.2435,0.11046,-0.10296,0.031316,-0.74718,-0.32013,-0.14853
2,22.633,29.072,-2.7684,-0.16548,-1.5627,-4.3025,0.2194,-0.72624,-0.5668
6,-1.4192,9.2169,3.7806,-0.059235,-0.24967,0.29367,-0.49143,-0.58987,-0.62661
5,4.752,7.0126,-4.5532,0.008762,-0.12616,0.000362,-0.75708,-0.3162,-0.11102
0,8.4758,2.091,3.2566,1.1815,-0.10156,0.32289,-0.87214,-0.65881,-0.35506
5,4.4806,7.394,-4.2129,-0.073346,0.065688,0.21193,-0.75344,-0.33373,-0.11837
5,-1.5723,6.964,7.0626,-0.01575,-0.043134,0.10353,0.33104,-0.63589,0.031175
5,4.0486,7.0161,5.8706,0.012436,-0.31834,0.011008,-0.82236,-0.4579,-0.28672
9,14.703,-12.385,-9.2463,0.16295,6.9255,-3.8847,0.67326,-0.41829,-0.50377
2,-3.5385,17.508,4.0792,-1.4039,-0.93889,-2.5751,0.5135,-0.99938,-0.44258
2,3.9944,10.727,-3.7707,-0.29248,1.214,0.39411,-0.68725,-0.56508,-0.26252
3,0.82871,5.4599,9.2669,0.40724,-1.1944,0.44252,1.0071,0.069414,-0.34599
1,3.0001,6.6513,6.9434,0.31965,0.53029,-0.69216,-0.16996,-0.75622,-0.73695
1,13.246,2.1423,2.9821,-0.46545,-1.227,2.2493,-0.43706,0.43489,-0.64554
1,1.4107,9.2776,2.3325,-0.08807,0.61587,-0.023879,-0.1502,-0.49946,-0.51787
3,-1.1315,6.9812,6.8534,0.23006,-0.95694,1.7215,1.0235,0.089823,0.026356
9,-0.1853,5.9512,-8.7775,2.6559,-1.1901,-1.9124,-0.089252,-0.79595,0.2974
2,2.2116,5.5263,5.2434,-0.5003,-0.91655,1.58,-0.043237,-0.20156,-0.66826
3,5.7398,4.6818,4.9987,-0.012286,-0.65622,0.34665,0.36972,-0.54728,-0.1265
7,-5.7858,0.15321,7.1299,-0.54422,0.11279,0.1355,0.70233,0.13287,-0.65998
9,7.745,9.4274,-1.4863,7.8935,2.4095,-1.1614,-0.5705,-0.57466,-0.36088
1,8.8979,3.0635,4.182,-0.64024,-1.0058,1.9684,0.63694,-0.39824,-0.23993
4,-3.883,7.9054,-6.4728,-0.81712,-2.5089,-1.1875,-0.25961,-0.70203,0.29385
8,3.9664,2.361,1.6552,-1.4863,-2.4192,0.42692,-0.63701,0.080336,-0.24561
7,8.4635,-0.30001,8.6817,0.84206,-0.82856,-0.039556,-0.096045,0.081621,-0.92381
2,-5.3925,11.191,-5.3122,1.7638,3.4927,-0.070355,0.11995,-0.66351,0.03314
9,2.9894,5.9045,1.5322,0.53219,0.9,-0.67746,-0.3699,-0.3758,-0.73147
1,7.9364,1.5171,1.4214,-0.54834,0.66379,-0.63699,-1.1117,-0.84298,-0.36253
7,-6.7793,1.2022,8.207,0.014504,-0.46799,0.015213,0.87427,0.063936,-0.38703
4,0.49499,9.3201,4.8912,-0.13002,0.25721,1.8062,-0.11669,-1.0393,-0.95979
1,7.6767,4.8057,1.1799,1.7952,0.0289,1.0535,-0.28794,-0.44455,-0.97298
1,-1.2131,7.4205,6.0911,-0.020924,-0.027842,0.95064,0.083158,-0.17526,-0.61868
8,16.082,3.3298,0.351,0.10211,0.49167,0.97339,-0.57296,0.10472,-0.37036
4,-6.6219,11.21,4.1433,0.12987,-0.35224,1.0085,-0.1083,-0.62921,-0.38288
9,9.0626,4.1665,0.75198,1.3534,-0.051831,-0.51839,-0.59952,-0.54823,-0.34431
3,-3.8062,9.7632,0.48045,0.07485,0.92239,-1.957,0.90513,1.2042,0.75841
2,34.31,30.987,-8.9774,-0.12505,0.54044,-3.7488,-0.18334,-0.34089,-0.89509
3,7.372,4.2985,4.5676,-0.059036,0.16681,0.0426,0.009836,-0.36022,-0.18952
6,-1.5541,6.3873,7.5118,-0.010242,0.038485,-0.045686,-0.45233,-0.34753,-0.84341
1,8.83,0.058341,2.4392,-1.6002,0.46244,-0.85232,0.42968,0.026148,-1.3516
6,-1.7345,6.8393,7.5417,-0.002099,0.10518,-0.068232,-0.45938,-0.35713,-0.86321
9,5.4723,5.7007,-0.17593,1.6285,0.47586,0.5561,-0.77453,0.051698,0.07068
5,6.0194,6.2859,4.8047,0.12595,0.11583,0.016565,-0.86499,-0.01042,-0.23143
5,4.126,9.358,0.33692,0.19389,-0.00615,-0.1332,-0.80333,-0.33441,-0.21094
4,-0.66056,7.3846,-5.1723,-0.11671,0.23873,-0.20889,-0.31307,-1.1527,0.20201
3,2.6826,9.0275,5.311,-0.31121,1.0908,-1.8281,0.72284,-0.24817,-0.17194
3,1.1273,7.3668,4.8098,-0.20243,-1.105,1.0447,0.6643,-0.13762,0.11439
8,25.016,5.2083,0.18825,-0.17373,-0.11076,-0.59977,-0.34272,-0.58848,0.37029
0,0.24721,10.405,6.5919,0.016756,0.28734,0.4432,0.015844,-0.2564,-0.64641
0,10.837,1.7959,-0.29094,-0.18445,-0.6167,1.1199,0.12535,-0.049246,-0.85935
2,-9.1338,-1.4799,-1.872,-0.95579,2.1086,0.82163,0.11055,-0.7995,-0.30991
2,-1.2666,14.368,4.8746,-1.4504,-1.3437,-2.395,0.49861,-0.62369,-0.67627
8,6.3877,33.615,17.594,0.71418,0.79443,-0.49681,-0.42613,-0.31719,-0.56289
7,-3.2598,-2.209,6.2288,0.28146,-0.72437,0.55354,0.6564,0.59374,-0.43539
3,5.7648,6.3316,4.5515,-0.04117,0.41578,-0.65721,0.4854,-0.48167,-0.21292
2,2.9689,9.1887,2.6452,0.015052,1.5033,0.99291,0.40404,-0.98039,-0.64745
2,3.8291,7.5037,-2.0467,0.70282,-0.54796,0.2239,-0.66195,-0.59988,-0.28341
9,8.994,3.4526,-0.33895,-0.24263,-0.32214,-1.2017,-0.81359,-0.4078,-0.4282
9,11.321,0.22279,2.5649,1.2299,1.2838,-1.3459,-0.76636,0.24894,0.12637
6,3.1271,0.71124,9.3664,-0.01034,-0.26453,0.078084,-0.91931,-0.001167,-0.65868
4,1.7648,10.763,0.77853,-1.7395,0.91136,3.3999,-0.32804,-1.3055,-0.14137
2,2.1697,13.328,3.9814,0.35193,1.958,1.5134,0.48509,-0.9173,-0.61573
7,-2.5648,2.6152,5.9306,-0.042018,-1.4044,0.34888,0.61303,-0.30773,-0.66726
5,4.7068,7.4859,-4.2973,-0.12243,0.089634,0.19193,-0.74662,-0.31654,-0.15438
1,2.0914,9.0041,2.5536,-0.016062,0.62252,-0.09264,-0.21046,-0.54558,-0.45264
0,5.3612,5.1961,5.0345,-0.30206,0.13676,-0.27761,-0.51209,-0.73309,-0.76647
3,3.8609,10.72,1.9598,-0.35587,0.45673,-0.030083,0.70991,-0.6242,0.005787
8,1.8204,1.5696,0.3724,-0.33699,0.1655,0.11223,-0.38716,-0.57748,0.39043
0,5.2029,5.2159,5.6006,0.13637,-0.073784,-0.003173,-0.49568,-0.78761,-0.71666
8,-1.0935,-0.96019,2.0835,-0.83925,-0.50889,-0.14914,-0.41617,-0.58521,0.38001
2,6.2872,-0.002765,-4.183,0.43094,-1.0939,-0.47779,0.266,-0.66601,-0.13431
6,0.22776,1.3477,9.2681,0.15586,0.054339,-0.64805,-0.55237,0.052486,-0.90201
8,20.618,2.8612,5.0226,3.8027,-1.6659,1.8076,-0.52904,0.08401,-0.38538
6,-0.13259,8.7755,4.76,-0.20452,-0.46343,1.0464,-0.62547,-0.50376,-0.66266
3,-1.2837,7.8195,7.9645,0.12321,0.39031,-0.24884,1.1196,0.14441,-0.10955
1,0.79182,6.128,6.9633,0.036268,0.76116,-0.43593,0.19028,-0.63043,-0.78195
4,-2.9058,8.3301,-5.8792,-0.75835,-1.2278,-1.4047,-0.27981,-1.1162,0.14426
6,-0.75787,8.7487,3.3652,-0.14968,-0.048302,0.083542,-0.46985,-0.65968,-0.67885
6,-0.90723,3.9349,8.7334,-0.22265,-0.49037,0.37133,-0.49453,-0.16856,-0.88362
7,-1.2539,4.6024,8.112,-0.17471,-0.12054,0.3212,0.59223,-0.23294,-0.70205
